neck_flexion,trunk_flexion,left_shoulder_elev,right_shoulder_elev,shoulder_symmetry,alignment_deviation,knee_angle,forward_head_posture,head_tilt_angle,wrist_deviation_angle,stance_stability,weight_shift_offset,lower_body_visible,upper_body_visible,body_visibility,frame_name,source_video,frame_idx,task_label,timestamp_sec
93.31,51.58,14.54,25.08,23.93,12.59,73.55,50.8,50.8,74.81,0.7,8.73,True,True,2.0,yt_06_003776.jpg,Five Steps For Ergonomic Workstation Design.mp4,3776,Neutral Standing,125.99
98.75,100.54,74.57,92.8,15.9,6.36,153.44,26.31,26.31,24.73,0.7,4.35,True,True,2.0,yt_06_003835.jpg,Five Steps For Ergonomic Workstation Design.mp4,3835,Neutral Standing,127.96
91.19,170.61,115.82,152.94,89.22,9.58,136.62,55.36,55.36,57.19,0.7,6.41,True,True,2.0,yt_06_004071.jpg,Five Steps For Ergonomic Workstation Design.mp4,4071,Neutral Standing,135.84
118.12,161.5,97.59,112.49,55.39,9.31,166.66,26.56,26.56,18.67,0.7,8.89,True,True,2.0,yt_06_004130.jpg,Five Steps For Ergonomic Workstation Design.mp4,4130,Neutral Standing,137.8
108.56,175.11,129.13,130.13,89.11,9.22,160.02,27.79,27.79,24.1,0.7,7.92,True,True,2.0,yt_06_004189.jpg,Five Steps For Ergonomic Workstation Design.mp4,4189,Neutral Standing,139.77
164.3,171.49,158.71,162.94,27.94,13.32,119.23,28.61,28.61,68.78,0.7,0.69,True,True,2.0,yt_06_004248.jpg,Five Steps For Ergonomic Workstation Design.mp4,4248,Neutral Standing,141.74
144.35,167.52,110.14,176.4,31.72,14.09,150.97,50.59,50.59,108.08,0.7,0.75,True,True,2.0,yt_06_004307.jpg,Five Steps For Ergonomic Workstation Design.mp4,4307,Neutral Standing,143.71
136.31,158.94,152.22,145.78,50.17,8.01,125.85,30.22,30.22,40.97,0.7,2.91,True,True,2.0,yt_06_004366.jpg,Five Steps For Ergonomic Workstation Design.mp4,4366,Neutral Standing,145.68
178.43,122.04,94.83,111.44,8.02,16.66,102.16,80.5,80.5,58.57,0.7,2.63,True,True,2.0,yt_06_004425.jpg,Five Steps For Ergonomic Workstation Design.mp4,4425,Neutral Standing,147.65
103.87,158.72,112.42,128.98,28.96,12.65,175.69,16.25,16.25,23.89,0.7,2.93,True,True,2.0,yt_06_004543.jpg,Five Steps For Ergonomic Workstation Design.mp4,4543,Neutral Standing,151.58
94.92,165.05,130.0,143.59,26.15,13.26,163.43,12.31,12.31,32.35,0.7,3.06,True,True,2.0,yt_06_004602.jpg,Five Steps For Ergonomic Workstation Design.mp4,4602,Neutral Standing,153.55
94.34,162.06,122.28,138.89,26.03,13.32,163.29,6.88,6.88,26.6,0.7,3.45,True,True,2.0,yt_06_004661.jpg,Five Steps For Ergonomic Workstation Design.mp4,4661,Neutral Standing,155.52
75.44,144.26,159.6,174.14,92.49,17.82,126.92,102.4,102.4,70.53,0.7,0.44,True,True,2.0,yt_06_005074.jpg,Five Steps For Ergonomic Workstation Design.mp4,5074,Neutral Standing,169.3
87.97,147.96,171.59,159.13,34.51,22.32,66.21,118.28,118.28,115.01,0.7,2.88,True,True,2.0,yt_06_005133.jpg,Five Steps For Ergonomic Workstation Design.mp4,5133,Neutral Standing,171.27
159.74,178.64,175.08,155.6,0.47,12.87,135.16,48.82,48.82,23.04,0.7,16.38,True,True,2.0,yt_06_005369.jpg,Five Steps For Ergonomic Workstation Design.mp4,5369,Neutral Standing,179.15
142.15,104.91,125.55,85.3,1.15,15.64,101.84,17.7,17.7,46.56,0.7,0.1,True,True,2.0,yt_06_005428.jpg,Five Steps For Ergonomic Workstation Design.mp4,5428,Neutral Standing,181.11
