path,video,frame_name,auto_task,auto_risk,confidence,human_task,human_risk,quality,notes
data\diverse_training_data\frames\yt_09_008083.jpg,,yt_09_008083.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008142.jpg,,yt_09_008142.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008201.jpg,,yt_09_008201.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008260.jpg,,yt_09_008260.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008319.jpg,,yt_09_008319.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008378.jpg,,yt_09_008378.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008437.jpg,,yt_09_008437.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008496.jpg,,yt_09_008496.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008555.jpg,,yt_09_008555.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008673.jpg,,yt_09_008673.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008732.jpg,,yt_09_008732.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008791.jpg,,yt_09_008791.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008850.jpg,,yt_09_008850.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008909.jpg,,yt_09_008909.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008968.jpg,,yt_09_008968.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_10_000000.jpg,,yt_10_000000.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_10_000050.jpg,,yt_10_000050.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_10_000100.jpg,,yt_10_000100.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_10_000150.jpg,,yt_10_000150.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_10_000200.jpg,,yt_10_000200.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_10_000250.jpg,,yt_10_000250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_10_000300.jpg,,yt_10_000300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_10_000350.jpg,,yt_10_000350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_000059.jpg,,yt_11_000059.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_000118.jpg,,yt_11_000118.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_000177.jpg,,yt_11_000177.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_000236.jpg,,yt_11_000236.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_000295.jpg,,yt_11_000295.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_000413.jpg,,yt_11_000413.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_000590.jpg,,yt_11_000590.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_000649.jpg,,yt_11_000649.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_000708.jpg,,yt_11_000708.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_000767.jpg,,yt_11_000767.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_000826.jpg,,yt_11_000826.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_000885.jpg,,yt_11_000885.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_001003.jpg,,yt_11_001003.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_001062.jpg,,yt_11_001062.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_001121.jpg,,yt_11_001121.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_001239.jpg,,yt_11_001239.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_001475.jpg,,yt_11_001475.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_001593.jpg,,yt_11_001593.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_001652.jpg,,yt_11_001652.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_001711.jpg,,yt_11_001711.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_001770.jpg,,yt_11_001770.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_001829.jpg,,yt_11_001829.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_001888.jpg,,yt_11_001888.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_002006.jpg,,yt_11_002006.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_002065.jpg,,yt_11_002065.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_002183.jpg,,yt_11_002183.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_002242.jpg,,yt_11_002242.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_002301.jpg,,yt_11_002301.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_11_002360.jpg,,yt_11_002360.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_12_000000.jpg,,yt_12_000000.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_12_000050.jpg,,yt_12_000050.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_12_000100.jpg,,yt_12_000100.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_12_000150.jpg,,yt_12_000150.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_12_000200.jpg,,yt_12_000200.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_12_000250.jpg,,yt_12_000250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_12_000300.jpg,,yt_12_000300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_12_000350.jpg,,yt_12_000350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_13_000000.jpg,,yt_13_000000.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_13_000150.jpg,,yt_13_000150.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_13_000300.jpg,,yt_13_000300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_13_000350.jpg,,yt_13_000350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_13_000400.jpg,,yt_13_000400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_13_000550.jpg,,yt_13_000550.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_13_000800.jpg,,yt_13_000800.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_13_000900.jpg,,yt_13_000900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_13_001050.jpg,,yt_13_001050.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_13_001150.jpg,,yt_13_001150.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_13_001400.jpg,,yt_13_001400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_13_001500.jpg,,yt_13_001500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_13_002050.jpg,,yt_13_002050.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_13_002100.jpg,,yt_13_002100.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_14_000060.jpg,,yt_14_000060.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_14_000072.jpg,,yt_14_000072.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_14_000084.jpg,,yt_14_000084.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_14_000096.jpg,,yt_14_000096.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_15_000060.jpg,,yt_15_000060.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_15_000360.jpg,,yt_15_000360.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_15_000420.jpg,,yt_15_000420.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_16_000000.jpg,,yt_16_000000.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_16_000059.jpg,,yt_16_000059.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_16_000118.jpg,,yt_16_000118.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_16_000177.jpg,,yt_16_000177.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_16_000236.jpg,,yt_16_000236.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_16_000295.jpg,,yt_16_000295.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_16_000354.jpg,,yt_16_000354.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_16_000413.jpg,,yt_16_000413.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_16_000472.jpg,,yt_16_000472.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_000059.jpg,,yt_17_000059.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_000177.jpg,,yt_17_000177.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_000236.jpg,,yt_17_000236.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_000295.jpg,,yt_17_000295.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_000354.jpg,,yt_17_000354.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_000472.jpg,,yt_17_000472.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_000590.jpg,,yt_17_000590.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_000649.jpg,,yt_17_000649.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_000767.jpg,,yt_17_000767.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_000826.jpg,,yt_17_000826.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_000885.jpg,,yt_17_000885.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_000944.jpg,,yt_17_000944.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_001003.jpg,,yt_17_001003.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_001062.jpg,,yt_17_001062.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_001121.jpg,,yt_17_001121.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_001180.jpg,,yt_17_001180.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_001239.jpg,,yt_17_001239.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_001298.jpg,,yt_17_001298.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_001357.jpg,,yt_17_001357.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_001416.jpg,,yt_17_001416.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_001475.jpg,,yt_17_001475.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_001534.jpg,,yt_17_001534.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_001770.jpg,,yt_17_001770.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_001829.jpg,,yt_17_001829.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_001888.jpg,,yt_17_001888.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_001947.jpg,,yt_17_001947.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_002006.jpg,,yt_17_002006.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_002065.jpg,,yt_17_002065.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_002124.jpg,,yt_17_002124.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_002242.jpg,,yt_17_002242.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_002301.jpg,,yt_17_002301.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_002360.jpg,,yt_17_002360.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_002478.jpg,,yt_17_002478.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_002537.jpg,,yt_17_002537.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_002596.jpg,,yt_17_002596.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_002655.jpg,,yt_17_002655.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_002714.jpg,,yt_17_002714.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_002773.jpg,,yt_17_002773.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_002832.jpg,,yt_17_002832.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_002891.jpg,,yt_17_002891.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003009.jpg,,yt_17_003009.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003068.jpg,,yt_17_003068.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003127.jpg,,yt_17_003127.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003186.jpg,,yt_17_003186.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003245.jpg,,yt_17_003245.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003304.jpg,,yt_17_003304.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003363.jpg,,yt_17_003363.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003422.jpg,,yt_17_003422.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003481.jpg,,yt_17_003481.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003540.jpg,,yt_17_003540.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003599.jpg,,yt_17_003599.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003658.jpg,,yt_17_003658.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003717.jpg,,yt_17_003717.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003776.jpg,,yt_17_003776.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003835.jpg,,yt_17_003835.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003894.jpg,,yt_17_003894.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_003953.jpg,,yt_17_003953.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_004012.jpg,,yt_17_004012.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_004071.jpg,,yt_17_004071.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_004366.jpg,,yt_17_004366.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_004425.jpg,,yt_17_004425.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_004484.jpg,,yt_17_004484.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_004543.jpg,,yt_17_004543.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_004602.jpg,,yt_17_004602.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_004661.jpg,,yt_17_004661.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_004720.jpg,,yt_17_004720.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_004779.jpg,,yt_17_004779.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_004838.jpg,,yt_17_004838.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_004897.jpg,,yt_17_004897.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_004956.jpg,,yt_17_004956.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_005015.jpg,,yt_17_005015.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_005074.jpg,,yt_17_005074.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_005369.jpg,,yt_17_005369.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_005428.jpg,,yt_17_005428.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_005487.jpg,,yt_17_005487.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_005546.jpg,,yt_17_005546.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_005605.jpg,,yt_17_005605.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_005664.jpg,,yt_17_005664.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_005723.jpg,,yt_17_005723.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_005782.jpg,,yt_17_005782.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_005841.jpg,,yt_17_005841.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_006195.jpg,,yt_17_006195.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_006254.jpg,,yt_17_006254.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_006313.jpg,,yt_17_006313.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_006372.jpg,,yt_17_006372.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_006431.jpg,,yt_17_006431.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_006490.jpg,,yt_17_006490.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_006549.jpg,,yt_17_006549.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_006608.jpg,,yt_17_006608.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_006667.jpg,,yt_17_006667.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_006726.jpg,,yt_17_006726.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_006785.jpg,,yt_17_006785.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_006844.jpg,,yt_17_006844.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_006903.jpg,,yt_17_006903.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007021.jpg,,yt_17_007021.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007080.jpg,,yt_17_007080.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007139.jpg,,yt_17_007139.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007198.jpg,,yt_17_007198.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007257.jpg,,yt_17_007257.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007316.jpg,,yt_17_007316.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007375.jpg,,yt_17_007375.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007552.jpg,,yt_17_007552.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007611.jpg,,yt_17_007611.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007670.jpg,,yt_17_007670.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007729.jpg,,yt_17_007729.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007788.jpg,,yt_17_007788.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007847.jpg,,yt_17_007847.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007906.jpg,,yt_17_007906.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_007965.jpg,,yt_17_007965.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008024.jpg,,yt_17_008024.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008083.jpg,,yt_17_008083.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008142.jpg,,yt_17_008142.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008201.jpg,,yt_17_008201.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008260.jpg,,yt_17_008260.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008319.jpg,,yt_17_008319.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008378.jpg,,yt_17_008378.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008437.jpg,,yt_17_008437.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008496.jpg,,yt_17_008496.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008555.jpg,,yt_17_008555.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008614.jpg,,yt_17_008614.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008673.jpg,,yt_17_008673.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008732.jpg,,yt_17_008732.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008791.jpg,,yt_17_008791.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008909.jpg,,yt_17_008909.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_17_008968.jpg,,yt_17_008968.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_000517.jpg,,yt_18_000517.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_000564.jpg,,yt_18_000564.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_000611.jpg,,yt_18_000611.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_000658.jpg,,yt_18_000658.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_000705.jpg,,yt_18_000705.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_000940.jpg,,yt_18_000940.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_000987.jpg,,yt_18_000987.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001034.jpg,,yt_18_001034.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001081.jpg,,yt_18_001081.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001128.jpg,,yt_18_001128.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001175.jpg,,yt_18_001175.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001269.jpg,,yt_18_001269.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001316.jpg,,yt_18_001316.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001363.jpg,,yt_18_001363.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001410.jpg,,yt_18_001410.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001504.jpg,,yt_18_001504.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001551.jpg,,yt_18_001551.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001598.jpg,,yt_18_001598.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001645.jpg,,yt_18_001645.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001692.jpg,,yt_18_001692.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001739.jpg,,yt_18_001739.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001786.jpg,,yt_18_001786.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001833.jpg,,yt_18_001833.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001880.jpg,,yt_18_001880.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_001974.jpg,,yt_18_001974.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_002021.jpg,,yt_18_002021.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_002679.jpg,,yt_18_002679.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_003196.jpg,,yt_18_003196.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_003243.jpg,,yt_18_003243.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_003290.jpg,,yt_18_003290.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_003337.jpg,,yt_18_003337.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_18_003384.jpg,,yt_18_003384.jpg,Unknown,LOW,0,,,,
